ดูจนจบไม่มีไม่ชอบตัวละครไหนเลย ประทับใจทุกคนจริง น้ำตาซึมทุกตอน สอนถึงการเติบโตเป็นผู้ใหญ่ การยอมรับและรักตัวเอง	pos
ความเท่าเทียมกันทางเพศ การศึกษา	pos
ใช้ได้เลย จบแบบหื้มมมในทางที่ดี แนะนำดูแก้เบื่อได้ดีมาก	pos
สนุกดี ดูแก้เบื่อได้ดีมาก ไม่มีไรรีวิวมากนอกจากถ้าอยากดูความรวยแนะนำดูเลย	pos
ร้องไห้ไม่แพ้กัน ดูจบแล้วจะรู้สึกรัก	pos
ภาคนี้ทำได้ดี แต่ยังคงคอนเซปการให้ข้อคิดดี ร้องไห้ทุกฉาก	pos
ขอ how to ดูเรื่องนี้ให้สนุกหน่อย มันจะสนุกขึ้นไหม บทแต่ละคนหน่วงมาก	neg
การ์ตูนที่สร้างความประทับใจ ให้คิดว่าภาคนี้คือจิ๊กซอว์ที่เติมเต็มภาพให้สมบูรณ์แบบยิ่งขึ้น บทลงตัว	pos
ให้ครบทุกอารมณ์ ดูจบแล้วรู้สึกอบอุ่นหัวใจและมีความสุขมาก โดยรวมให้Aค่ะ	pos
อีกเรื่องที่ไม่อยากให้จบเลย รักเรื่องนี้มาก ทั้งสนุก ตลก เนื้อหาดี แนะนำมาก เรื่องดำเนินสนุก รวดเร็ว ไม่เบื่อเลย	pos
สนุกจนลืมเวลา และประทับใจ ห้ามพลาดกับสุดยอดหนังที่ดี	pos
ควรดูจริง สนุกเนื้อเรื่องดีน่าติดตาม	pos
ทำให้เราอบอุ่นหัวใจได้เสมอ	pos
ชอบที่ตัวละครชัดเจนมาแต่ละตัว น่ารักเข้าถึงได้ง่าย สนุก	pos
ถูกใจในความพยายามของพระเอก	pos
เวอร์ชั่นดีกว่า นางเอกสวยพระเอกหล่อ คอสตูมปัง ดูแก้เครียดได้ดี 	pos
ดูแก้เครียดได้	pos
หนังดีมาก ได้พลังบวกจากเจ้าพวกนี้ที่สุดดด	pos
หนังมันฮีลใจมาก ทำได้ดีมาก กลับมาได้ข้อคิดหลาย	pos
นี่แบบหลังจากดูจบแล้ว กลับเข้าห้อง รีบเอาน้องมาทำความสะอาด เช็ดถูรักน้อง มากขึ้นกว่าเดิม	pos
โดยรวมใช้ได้ งงตอนช่วงแรก เล็กน้อย ชอบที่ทำดูทุกคนน่าสงสัยดี	pos
เรื่องนี้พากษ์ไทยก็ดีมากเลยครับ ผมโตมากับวิดีโอพากษ์ไทย ให้ 10 เต็ม ชอบมาก เรื่องดีทุกภาค	pos
ถือว่าใช้ได้ดูฆ่าเวลาในช่วงโรคระบาดแบบนี้ได้ดีมาก 5555 จบแบบค้างมากก ต้องมีซซ 2 แน่นอนนน	pos
ดูฆ่าเวลา	pos
รู้สึกแปลกมากที่ตัวเองมีความสุขกับการที่ของเล่นรักกัน555	pos
สนุกภาพสวยแอนิเมะดีมาก เนื้อเรื่องดำเนินเร็ว กระชับ ตัวละครสวยและน่าค้นหามาก	pos
มาไกลมากจริง เป็นการเดินทาง 25 ปีที่ยาวนานคงจะคิดถึงตัวละครเหล่านี้มาก	pos
เป็นอีกเรื่องที่ควรดู สนุกมาก ตัวละครน่าหลงใหลลล แต่ด้วยความเรื่องดำเนินเร็ว บางตัวละครก็ไม่ได้ลงลึก	pos
สนุกพล็อตเรื่องดี	pos
ละเรื่องดราม่าก็มาเยอะมากกกก สนุกมัน  ดี	pos
หนังดีมากจริงปล่อยมุกฮามาก ฉากซึ้งก็กินใจ ดี ประทับใจ	pos
แอบเนือยตอนต้นเกริ่นเรื่องนานไปหน่อย กว่าจะมาเริ่มเรื่องจริง	neg
เนือย	neg
ซีรี่ย์สุดรักของแอด ชอบทุกอย่างทั้งตัวละคร บท ฉาก ทำมาได้ดีมาก ไม่มีฉากให้เบื่อเลย สนุกสืบสวนอย่างเมามัน คาดไม่ถึงกันไปเลย	pos
ชอบที่เรื่องสะท้อนเกี่ยวกับเรื่องเพศ	pos
ขำน้ำตาไหล ตลกมากอะแบบมันกวนมากนี่พากษ์ภาษาอังกฤษยังขนาดนี้แล้วภาษาไทยจะขนาดไหน	pos
เป็นการ empowerment ที่ดีมาก	pos
เป็นอีกเรื่องที่ไม่อยากให้พลาดดด	pos
ไม่อยากให้พลาด	pos
นางเอก พระเอกดีมาก เนื้อหาอาจมีเบาไปบ้าง ถือว่าเป็นซีรี่ย์ที่ดูเพลิน	pos
ชอบที่เล่าเรื่องเข้าใจง่าย นางเอกก็เก่งมาร์เก็ตติ้งมาก	pos
พร้อมกับบทสรุปที่เรียบง่ายแต่สะเทือนใจอารมณ์ปนความประทับใจจนคนที่เติบโตมาพร้อมกันจะต้องร้องไห้น้ำตาอาบแก้ม	pos
สะเทือนใจอารมณ์	pos
จิ๊กซอว์ชิ้นโตที่มาเติมเต็มเนื้อหารวมกันทุกภาคสมบูรณ์แบบขึ้นไปอีก ประเด็นที่เล่าดูโตขึ้นมากแต่ยังคงความสนุกความฮาให้เด็กดูได้ไม่แพ้กัน	pos
สต เหมือนเรื่องจะไม่มีจุดพีค เน้นการดูเพลิน  มากกว่า แต่แค่ดูหน้าพระเอกก็ไม่เสียเวลาแล้ววว	pos
ไม่คิดว่าจะสนุกแบบขำจนน้ำตาเล็ด เอาไปเลย 10 10 ค่ะ เป็นอะไรที่ช็อคมาก	pos
เห้อ ใจหายเหมือนกัน เอาเป็นว่าไม่อยากพูดเยอะ ไม่ผิดหวังแน่นอนค่ะ	pos
ร้องตั้งแต่ต้นเรื่อง รักเรื่องนี้มาก เรียกได้ว่าโตมาด้วยกัน เรื่องนี้ทุกคนไปตามเสียงของหัวใจ แต่ทำภาคต่อเถอะนะจบแบบนี้ไม่โอเลย เศร้าเกิ๊น	pos
หนังเต็มไปด้วยมุกฮาพาขำกระทืบเท้าที่ใส่เข้ามาตลอดทั้งเรื่อง มีช็อตซึ้งกินใจชวนน้ำตาไหล เล่าเรื่องหลากหลายแง่มุมในหนังเรื่องเดียว	pos
เป็นหนังที่ดูแล้วมีแต่ความสุข เสียงหัวเราะ และรอยยิ้ม ดังนั้นไม่ควรพลาดที่จะเติมความสุขให้กับชีวิตด้วยการดูหนังเรื่องนี้	pos
ซาบซึ้ง ดีต่อใจ มีความสุขมาก ตัวละครใหม่ ก็ทั้งฮา ทั้งน่ารัก	pos
สนุกมาก ดูจบแล้วแบบชั้นไปอยู่ไหนมาพลาดเรื่องนี้ได้ไง ควรดู	pos
ซึ่งแต่ละตอนจะเป็นคนละเรื่องละทุกคนก็ตีบทแตกตลอด	pos
ใครกลัวตัวตลกแบบแอด คือหลอนอะ555	neg
ทำได้ดีกว่านี้	neg
เนื้อหาตอนนี้สำหรับแอดค่อนข้างเบา ดูเพลิน ได้	pos
เนื้อหาตอนนี้สำหรับแอดค่อนข้างเบา	neg
เอาน้ำตาและหัวใจแอดไปเลย รักตัวละครทุกตัวมากและจะรักตลอดไป ไม่อยากขายตัวไหนออกไปเลย อยากเก็บไว้เองให้ได้มากที่สุด	pos
ตลกกับมุกที่เค้าใส่กันเข้ามาเองมาก โอเคเลยไม่ผิดหวัง	pos
ผิดหวัง	neg
ภาคนี้มีตัวกวน ฮาเยอะดี โดยเฉพาะอีก 2 ตัว	pos
ถ้าเรื่องไหนโหดสุดแอดจะบอกว่าตอนนี้โหดสุด ทั้งน่ากลัว ทั้งหลอน คนตายเยอะมาก ผีมาหมด ชอบตอนนี้มาก	pos
แม่กาก้าตีบทแตกมากกกก	pos
ตีบทแตกมาก	pos
เบื่อมาก ยังไม่สุด	neg
ตอนนี้คือสนุกมาก ตัวแม่นางเอกแสดงดีมากกก	pos
ตอนนี้ทั้งสนุกทั้งลุ้น เป็นอีกตอนที่ชอบมาก	pos
ขำแบบหยุดไม่ได้	pos
แอบมีงงเล็กน้อย ตอนนี้ถือว่ายังไม่สุดแต่สนุกอยู่	neg
ดูมาแล้ว ตอนท้ายจะร้องไห้ หนังทำออกมาดีมากเลย ชอบสไตล์การจบแบบนี้เหมือนกัน	pos
ชอบบรรยากาศบ้านและการเล่าเรื่องมาก เข้าใจง่ายกระชับ มีการย้อนอดีตไปมาแบบไม่งง	pos
สนุกดูได้เรื่อยมีจังหวะขำบ้าง ไม่ได้สนุกเวอร์แต่เนื้อเรื่องดี ลองไปตำดู	pos
พล็อตดีมากเคลียทุกอย่าง น้ำตาซึมหน่อย555	pos
สนุกมากกและได้ความรู้มาก แต่ละตอนคือฮามาก	pos
หรือช่วงอายุไหนมีความสุขสุด ชอบพิธีกรดำเนินเรื่องมาก นางเสียดสีเก่ง ฮาตลกได้ความรู้ แนะนำ	pos
ภาคนี้ฮา สองตัวนั้นก็ฮา โคตรฮา โคตรรรรรรดี เดินออกจากโรงด้วยความตื้นตันใจ เช็ดน้ำตาเบา	pos
การดำเนินเรื่องค่อนข้างน่าเบื่อ บางช่วงบางตอนก็ออกทะเล	neg
ตัวหนังแฝงปรัชญาแต่มันดูยัดเยียดไปหน่อย ในส่วนของ CG คุณภาพก็อยู่ในระดับหนังเกรด B	neg
เรื่องดำเนินเร็ว มีให้ลุ้นเรื่อย  เป็นอีกเรื่องที่ดูแก้เบื่อได้ดีมากกก	pos
ดีมากจ้ะ ชอบความที่เราได้เรียนรู้วัฒนธรรมของอินเดียที่ให้ความสำคัญมากกับการแต่งงาน	pos
ชอบความมีเสน่ห์ของวัฒนธรรมอินเดีย เป็นอีกมุมมองนีงที่การโดนแต่งงานแบบจับแต่งมันก็ไม่ได้เลวร้ายเลย เป็นอีกซี่รี่ย์ที่ได้ทั้งความรู้และความสนุกจริง	pos
เอารางวัลไปเลย	pos
ดูไปดูมากลับตกหลุมรักซังแทมากที่สุดดด เนื้อเรื่องดำเนินน่าติดตาม ไม่เนือย มีขำบ้างเส้าบ้าง	pos
ทำออกมาได้ดีเลย นักแสดงลงตัว ปังปังงง โดยเฉพาะพี่ชายเอารางวัลไปเลย	pos
สุดปัง ปัง	pos
เนื้อเรื่องบอกเลยดำเนินช้า เรื่อยมากกก	neg
แต่เนื้อหาน่าติดตามทุกตอน นักแสดงทุกคนแสดงดีมาก ดูละติดแน่นอน	pos
คือมันส์มากกกกกก	pos
เหมาะกับคนชอบซีรี่ย์ฮา  เบา  ไม่คิดมากก เนื้อเรื่องดำเนินได้สนุกดี นักแสดงดัง  หลายตอนฮามากกก เหมาะกับช่วงว่างอยากคลายเครียดเป็นที่สุดด	pos
กำลังติดงอมแงม	pos
ควรต้องดู ช่วงแรกเรื่องดำเนินช้าเป็นการปูเรื่องเพิ่มความสงสัย	neg
ชอบที่เรื่องจะเอาขื่อไม่ก็ character ของหนังคุณ king มาใช้ เก็บรายละเอียดมากก ทั้งโทนเรื่องตัวละคร	pos
พูดในแง่เนื้อหาเบาและไม่สมจริงเว่อออ แบบห้ะหลายรอบมาก	neg
ไม่อิน แงง สตว่ามีหนัง erotic หลายเรื่องที่ทำได้ดีกว่านี้	neg
ของเกาหลีดีมากกก เรื่องอย่างพลิก ก็ดี ไว้มารีวิวววดีกว่า	pos
ไม่โอเลย ตีความผิดเพี้ยน	neg
เป็นอีกเรื่องนึงที่ดูแล้วให้กำลังใจดี คนเราไม่ควรตัดสินกันแค่เพียงรูปลักษณ์ภายนอกแต่ควรดูที่ความสามารถ	pos
ถือว่าเป็นอีกซีรี่ย์นึงเลยที่ไม่เคยคิดจะดูแต่ดูละชอบมาก เหมาะกับคนชอบดูซีรี่ย์แบบเปื่อย  มากกก	neg
ดี๊ดี น่าสนใจเว่อออ	pos
ดี๊ดี	pos
เนื้อหาเยอะมาก สำหรับตัวซีรี่ย์ดำเนินเรื่องได้น่าสนใจมาก ให้ความรู้ ดูกัน	pos
บทน้ำเน่ามากแม่	neg
เรื่องดำเนินไวมาก แต่ละฉากเหมือนอยากใส่ก็ใส่มา ดูเหมือนยัดเยียด	neg
มันส์จริง บทน้ำเน่ามากแม่ แต่เราก็ดู555 แต่ละคนคือฮอตเว่อร์	pos
มันส์จริง	pos
ยังมันส์อยู่เหมือนเดิม เป็นซีรี่ย์ที่ต้องตั้งใจดูเว่อร์  รายละเอียดเยอะมาก	pos
ชอบที่เรื่องใส่ความปรัชญาเข้าไป เป็นเรื่องที่ไม่เสียเวลาดูแน่นอน	pos
เว่อร์  เว่อ	pos
มันส์มากแม่ ชอบการตัดต่อเว่อ ให้ฟีลละครน้ำเน่าในชีวิตจริง	pos
คือตอนนี้ลุ้นมากก มาลุ้นกับแอดกันเถอะ	pos
มันปูมาอลังการมากแต่จบอะไรไม่รู้ จังหวะนู่นนี่คือไม่สอดคล้อง ดูแล้วพูดคำว่า โง่ อีเหี้ย ตายเถอะ หลายรอบมาก อย่างตอนจบงี้ งงมาก	neg
โดยรวมถือว่าโอเค เรื่องน่าติดตาม ซซหน้าขอให้ตัวละครเก่งกว่านี้จะสนุกมาก	pos
เอาจริงเนื้อเรื่องสนุกนะ พล็อตดี แต่ตัวละครแอบน่ารำคาญอะ คือบับไม่ฉลาด บางตอนแบบเอ๊ะ ทำแบบนี้ทำไมมีวิธีง่ายกว่านี้ตั้งเยอะ	neg
ใครดูแล้วชอบกันไหมมาเม้ากันนนนนนส	pos
โคตรคนชนเอเลี่ยน  หนังเอเลี่ยนบทอ่อน แอ็คชั่นห่วย น้ำตาจะไหล	neg
ลำดับเส้นเรื่องการดำเนินเรื่องมันจะ งงแปลก สำหรับตัวบทนะ	neg
แปลกใหม่มาก ถือว่าสนุกเลยยย	pos
แปลกใหม่	pos
ตลกที่ผชแอ๊บเป็นผญ 5555 ใครดูแล้วมาเม้ากันด่วน  เรื่องนี้ดูแล้วรับรองไม่เสียเวลา	pos
ควรค่าแห่งการดูเว่อ ชอบมาก ปลื้มวิธีการถ่ายมาก มันทำให้ทุกอย่างเรียลมาก	pos
ส่วนตัวว่าสนุก ไม่เสียเวลาดู ซซมันกว่าซซที่แล้วเยอะเลย ตั้งหน้าตั้งตารอซซหน้าเลย	pos
แอดชอบดูมาก พอมาเรื่องนี้อย่างดาร์ก แต่ชอบในมู้ดโทนดาร์ก และการตัดต่อทำให้แบบน่าติดตามมาก	pos
น่ารักมาก เป็นปลื้มมม	pos
ปลื้ม	pos
โอ้ยซซนี้หนุกกว่าซซที่แล้วอีก ชอบเพลงประกอบทุกตอนเลย คนหาเพลงเก่งมาก ซซนี้ติดเรทมากขึ้น ตัวละครมีคาเรคเตอร์มากขึ้น	pos
ชอบทุกคนเลย จบแบบอยากดูซซต่อไปไม่ไหวล้าววว	pos
หนุกกว่า	pos
สนุกเหมือนเดิม แต่น้อยกว่าซซแรกหน่อย สองตอนสุดท้ายคืออย่างพีค แบบอิหยังเอาจิงดิ อยากรู้เลยว่าซซต่อไปจะเรื่องอะไรต่อ	pos
หนุกดีนะะะ พระเอกหล๊อหล่อ หุ่นบึก อาจจะดูยากหน่อยช่วงแรกเพราะเล่าสลับอดีตกะปัจจุบัน	pos
มาเต็ม แต่ภาพสวย แสดงดี	pos
จบค้างเหมือนจะมีภาคต่อ ดูแก้เบื่อได้55	neg
จบค้าง	neg
เป็นซีรี่ย์กลาง  บทค่อนข้างดี ดูเพลิน  ได้ดีมาก	pos
เนื้อเรื่องสนุกเฉย ถึงนักแสดงจะแสดงแข็งบ้างก็ตาม55 ซึ่งเรื่องก็ลึกลับหลายตัวละครมาก พัวพันไปหมด แต่สนุกและน่าติดตามมาก	pos
คนที่แสดงเป็นหุ่นยนต์คือสวยมาก	pos
สนุกเฉย	pos
สวยจิง แบบเป๊ะมากจ่ะแม่ ละนางแสดงเก่งมากเหมือนหุ่นยนต์จริง ประทับใจ	pos
เป๊ะมากจ่ะแม่	pos
สนุกจริง เนื้อเรื่องดีมากเกี่ยวกับ ซับซ้อนมันดี	pos
เนื้อเรื่องเรียบง่าย เข้าใจง่าย มันไม่ได้มีอะไรโดดเด่นเลยแต่ถ้าได้ดูจะหลงรักมัน	pos
เป็นซีรี่ย์ที่เรียบง่ายแต่น่ารักมาก	pos
เนื้อเรื่องไม่แย่นะ ปมเยอะดี แต่ไม่ค่อยแปลกใหม่ ความไม่เมคเซ้นก็มีอยู่แต่พอมองข้ามไปได้ 555	neg
ไม่ค่อยแปลกใหม่ ความไม่เมคเซ้น	neg
ไม่ค่อยแปลกใหม่	neg
คหสต เคมียังไม่มาอะ แบบชอบอะไรกันได้ไง555 ส่วนน้ำนั้น หน้าเหมือนดาวิมาก สวยยยย	neg
ไม่เมคเซ้น	neg
ยังไม่มา ยังไม่ได้ ไม่เกิด	neg
อิหยังวะ เนื้อเรื่องไม่เมคเซ้นเลย555 เนื้อหาแบบเหมือนรีบทำจะหลอกคนดูแต่ไม่สุด ไม่ค่อยเมคเซ้น แต่บางคนอาจจะชอบนะ	neg
อิหยังวะ กดข้ามรัว	neg
ต่อ แต่ละคนแสดงไม่สุดอะ ตัวละคนดูขัด  มาก เหมาะวันที่อยากหงุดหงิด ดูละหงุดหงิดจิง5555	neg
บ้งมาก	neg
สนุกมากจ้ะแม่ ฮาทุกตอน ชอบมุกที่ใส่มาในเรื่องมาก หลงรักทุกตัวละครเลย ลงตัวมาก ดำเนินเรื่องสนุกจิง แนะนำ	pos
หนังบ้งมากคุกชุกคามผู้หญิงสุดอะส่องนมปลดตะขอเสื้อในแอบดูใต้กระโปรงหาสาระไม่ได้	neg
หนังจะแย่ขนาดนี้หมวดหมู่หนังตลกแบบนี้มันตลกหรอถามจริง	neg
รายการแกล้งคนแบบเหมือนจริงสุด 	pos
ละเอียดทุกดีเทลเลย เนียนจริง ตอนนึงสั้น ดูแก้เบื่อได้เลย	pos
อันนี้สนุกกระชับ น่าติดตามทุกตอน ดูแปปเดียวจบละ จบซซ1 ด้วยความค้าง หวังจะทำต่อ	pos
สนุกเฉย ตอนแรกดูละงงมากเรื่องอะไรเนี่ย แต่มันดันสนุกหลากหลายอารมณ์มาก เหมือนจะไร้สาระแต่คนสร้างเข้าถึงความคิดวัยรุ่นมาก ไปดู	pos
ชอบ ms crumble กับ wesley มาก น่ารักกกก	pos
สนุกมาก เข้าใจง่ายไม่ซับซ้อน ซีรีย์จบแบบมีเหตุผลมาก จบแบบจบ ไม่ต้องคิดเยอะ555 ใครชอบเรื่องแนวพิศวงเชิญเรื่องนี้	pos
สำหรับแอดมีหลายประโยคที่โดนใจมาก ถ้าใครแฟนหนังแบทแมนไม่ควรพลาดจริง  ดูแล้วอินเลย	pos
พระเอกแสดงดีมาก เข้าถึงตัวละครได้ดีมาก หนังดำเนินเรื่องเข้าใจง่าย	pos
เนื้อหาเบา เข้าใจง่าย สนุก เดินเรื่องเร็ว ชอบที่ทุกคนดูจริงจังกับการทำงานมาก จบซซ 1 แบบค้างมาก  น่าจะต้องมีต่อ ต้องรอลุ้นทาง	pos
เนื้อหาเบา	pos
สนุกมาก เล่าเรื่องกระชับ เข้าใจง่ายไม่น่าเบื่อ	pos
เรื่องเล่าน่าติดตามมากกกกก แนะนำ	pos
เนื้อเรื่องดำเนินได้น่าติดตามมาก effect เสียง+แสงดีมาก หลอนพอควร สำหรับแอด แอดว่าเนื้อเรื่องดี สายหนังผีแนะนำกดดู	pos
ดำเนินเรื่องกระชับน่าสนใจเหมือนเดิม นักแสดงหน้าตาดี หุ่นดีทุกคนจริง ดูไปแบบตาลุกวาวในความหล่อ ใครชอบตัวละครตัวไหนกันบ้างบอกแอดหน่อย	pos
อีกหนึ่งซีรี่ย์โปรดเลย คือดำเนินเรื่องดีเข้าใจง่ายและน่าติดตามมากกกก แนะนำมาก แสดงดีทุกคน	pos
ตอนนี้มี 2 ซซละะะ อยากให้มีต่อมาก  จบแบบค้างอะ 	pos
ซซนี้จะบอกสนุกมันก็สนุกนะ นักแสดงเก่งทุกคนจริง	pos
ตอนจบแอบ surpirse เล็ก	pos
เนื้อหามีความรุนแรงนะ	neg
อีสัด ถ้าได้ดูพากย์อังกฤษอาจจะสนุกกว่านี้ให้คะแนนหรอให้ไม่เกิน5	neg
รีวิวแบบจริงจังไม่ใส่ไข่ใส่สีหนังแย่ ไม่สมควรดู ไม่ใช่คนดูหนังไม่เป็น แต่แย่คือแย่จริงตอนเห็นตัวอย่างออกมา น่าดูมาก	neg
ใครดูจบละบ้าง ทุกคนดูรำคาญตัวละครมาก	neg
สนุกมากตอนแรกอ่านคำบรรยายเรื่องละแบบอิหยังวะ แต่มันสนุกมาก แต่ละตัวละครคาเรคเตอร์ชัดมาก ชอบทุกตัวเลย ดูละหยุดไม่ได้ ตั้งหน้าตั้งตารอ	pos
ตั้งตารอ	pos
18+ มาก 555 เอาจริงสนุกนะ แบบเนื้อเรื่องสำหรับแอดมันก็เบา แต่ดูเพลินมาก	pos
คนญี่ปุ่นนี่ทำอะไรทำจริงจังกันจริง น่านับถือ	pos
ฮามาก เรื่องคืออย่างเกรียน เบาสมอง ดูเพลิน ฮาหลายตอนมาก  แนะนำ	pos
ชอบที่เค้าทำให้เราเหมือนเป็นส่วนนึงของเค้าจริง	pos
สนุกมากกกกกก แอดชอบมาก ดำเนินเรื่องได้ดี น่าสนใจทุกตอน ดูละหยุดไม่ได้ ชื่อเรื่องนี่ตรงกันข้ามกับเนื้อหามาก	pos
ตอนจบคือบั่บ รอซซใหม่อย่างใจจดใจจ่อเลย	pos
ดูจบสด ร้อน ไม่ทำให้เราผิดหวังจริง	pos
สามารถทำต่อได้สมูทมาก เด็ก โตขึ้นเยอะ การแสดงดีเหมือนเดิมจริง	pos
ฉากประทับใจเยอะมาก  ยังคงแทรกความน่ารักและเสน่ห์ของตัวละครแต่ละตัวได้ดีมาก ใครดูจบแล้วมาเม้ากันนน	pos
ซีรี่ย์ดาร์ก ดูแรก แอบงง แต่ไปเรื่อย ก็สนุกนะ แก้เบื่อได้ดี	neg
มาภาคนี้น่ารักเหมือนเดิม ตอนจบน่ารักจริง จะทำภาคต่อไหมนะ	pos
อบอุ่นหัวใจทุกภาคเลย ฉากสุดท้ายยังตาตรึงใทำน้ำตาตกทุกทีที่คถ	pos
หนังน่ารัก เนื้อเรื่องเบา ดูเพลิน อบอุ่นหัวใจ ประทับใจฉากตอนจบมาก	pos
หวังว่าซซหน้าจะมันส์กว่านี้	neg
แงงไม่ประทับใจ เนื้อเรื่องเบาลงเยอะมาก ไม่กัดจิกแรงเหมือนเดิม ตอนที่น่าจะทำเป็นหนังได้ทีตอนเดียวคือตอนคุณไมลี่ย์	neg
แต่เดาง่ายอะ ดูครึ่งเรื่องคือรู้เลยจะเป็นไงต่อ	neg
มันส์มาก 18+ ชอบแนวเลือดสาด ฆาตกรต่อเนื่อง มาทางนี้เลย มี 3 ซซแล้วแต่ละซซไม่ต่อกัน	pos
มันส์เหมือนเคย เดายากมากอีกละว่าใครคือฆาตกร	pos
ดีมากควรดู อินสุด สงสารน้อง ตอนนั้นมาก ตอนนี้กำลังเป็นกระแสมาก ที่เมกา	pos
เนือยบางตอน แต่ดูได้เรื่อย ไม่เบื่อนะ	neg
หลากหลายมิติมาก ลึกมาก ถึงจะงงแต่มันก็น่าติดตามอะ	pos
อือหื้อซีรี่ย์แห่งความอิหยังวะ ดูซซแรกก็แบบอะไรเนี่ย ซซ2 นี่ก็อิหยังวะ คนเขียนคือกราบค่ะ คิดบทได้ไง	neg
การเล่าเรื่องน่าสนใจมาก มีลุ้นเรื่อย บางจังหวะแอบเนือย โดยรวมใช้ได้อยู่	pos
นอกจากฮาแล้วยังแถมความรู้รอบตัวมาได้ดีมาก ที่ให้เลือกอย่างพีค เนื้อเรื่องดำเนินเรื่อย บางตอนไม่มีจุคพีคเท่าไหร ถือว่าเล่นแก้เบื่อได้	pos
